timestamp,miner_name,miner_ip,hashrate_gh,hashrate_th,power_w,efficiency_jth,temperature_c,vr_temperature_c,fan_speed_rpm,voltage_v,input_voltage_v,frequency_mhz,best_diff,session_diff,accepted_shares,rejected_shares,uptime_s,wifi_rssi,pool_url,worker_name,asic_model,board_version,firmware_version,status
2025-05-30T16:44:09.530276,Gamma-1,192.168.1.45,1459.645901674479,1.4596459016744792,21.578216552734375,14.783185790457972,60.25,59,4069,1.112,4.90625,680,0,0,959,0,2964,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:44:09.530276,Gamma-2,192.168.1.46,1378.6648940924783,1.3786648940924784,21.24908447265625,15.412798689302738,60,57,3490,1.094,5.0546875,680,0,0,995,0,3065,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:44:09.531278,Gamma-3,192.168.1.47,1493.2173047262395,1.4932173047262396,19.75958251953125,13.2328914599298,60,61,3148,1.111,5.0703125,680,0,0,809,0,2843,-49,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:45:09.839548,Gamma-1,192.168.1.45,1590.4807137992095,1.5904807137992096,21.542755126953125,13.544807516397707,59.875,59,3950,1.112,4.90625,680,0,0,978,0,3024,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:45:09.840550,Gamma-2,192.168.1.46,1149.9990376712421,1.1499990376712421,21.143798828125,18.385927409940596,60,57,3517,1.096,5.0546875,680,0,0,1007,0,3125,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:45:09.841546,Gamma-3,192.168.1.47,1438.3582594697625,1.4383582594697626,19.79510498046875,13.762291035729882,60,61,3156,1.108,5.0703125,680,0,0,826,0,2904,-49,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:46:10.127650,Gamma-1,192.168.1.45,1843.0472936129313,1.8430472936129314,21.507293701171875,11.669420408095474,59.5,59,3870,1.112,4.90625,680,0,0,995,0,3085,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:46:10.127650,Gamma-2,192.168.1.46,1482.496358924805,1.482496358924805,21.17889404296875,14.285966987688894,60.125,57,3463,1.095,5.0546875,680,0,0,1029,0,3185,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:46:10.129653,Gamma-3,192.168.1.47,1662.2192863476296,1.6622192863476295,19.75958251953125,11.88747037278619,59.875,61,3178,1.114,5.0703125,680,0,0,839,0,2964,-49,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:47:10.402085,Gamma-1,192.168.1.45,1360.1069960536145,1.3601069960536145,21.542755126953125,15.839015010921923,60,59,3961,1.116,4.90625,680,0,0,1020,0,3145,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.7.1,ONLINE
2025-05-30T16:47:10.403080,Gamma-2,192.168.1.46,1444.6773581189063,1.4446773581189063,21.2139892578125,14.68424014441185,60.375,57,3454,1.095,5.0546875,680,0,0,1048,0,3246,-62,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.7.1,ONLINE
