timestamp,miner_name,miner_ip,status,hashrate_gh,hashrate_th,expected_hashrate_gh,expected_hashrate_th,hashrate_efficiency_pct,power_w,efficiency_jth,temperature_c,vr_temperature_c,fan_speed_rpm,core_voltage_actual_v,core_voltage_set_v,input_voltage_v,frequency_mhz,best_diff,session_diff,accepted_shares,rejected_shares,uptime_s,wifi_rssi,pool_url,worker_name,asic_model,board_version,firmware_version
2025-06-18T14:48:26.170719,Gamma-1,192.168.1.45,ONLINE,1129.9228952219125,1.1299228952219125,1006.0,1.006,112.318379246711,14.791259765625,13.09050363363073,60.125,52,4008,0.996,1.02,5.140625,503,0,0,1654,13,6651,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T14:48:26.170719,Gamma-2,192.168.1.46,ONLINE,1109.9112790132442,1.1099112790132442,1006.0,1.006,110.32915298342387,14.90234375,13.42660808280891,60.125,52,3377,0.995,1.02,5.1015625,503,0,0,1113,10,4624,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T14:48:26.171715,Gamma-3,192.168.1.47,ONLINE,899.825200237021,0.8998252002370211,1012.0,1.012,88.915533620259,13.697113037109375,15.221970926688257,59.875,54,2505,0.992,1.02,5.15625,506,0,0,1186,9,5184,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T14:48:56.169006,Gamma-1,192.168.1.45,ONLINE,1088.446492410987,1.0884464924109871,1000.0,1.0,108.84464924109871,14.696044921875,13.501853351855823,60,52,3661,0.996,1.02,5.140625,500,0,0,1659,13,6681,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T14:48:56.170006,Gamma-2,192.168.1.46,ONLINE,1052.5343813354853,1.0525343813354853,1000.0,1.0,105.25343813354853,14.90234375,14.158533929401418,60,52,3239,0.987,1.02,5.1015625,500,0,0,1116,10,4654,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T14:48:56.172004,Gamma-3,192.168.1.47,ONLINE,897.652352411695,0.897652352411695,1006.0,1.006,89.22985610454225,13.665313720703125,15.223392089363934,59.75,54,2664,0.996,1.02,5.15625,503,0,0,1190,9,5214,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T14:49:26.170826,Gamma-1,192.168.1.45,ONLINE,1131.7496133052457,1.1317496133052456,1000.0,1.0,113.17496133052455,14.696044921875,12.985244040822403,59.875,52,3794,1.0,1.02,5.140625,500,0,0,1669,13,6711,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T14:49:26.171828,Gamma-2,192.168.1.46,ONLINE,1000.4530588775594,1.0004530588775595,1000.0,1.0,100.04530588775596,14.822998046875,14.816285397243323,60,52,3536,0.99,1.02,5.1015625,500,0,0,1120,10,4684,-71,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T14:49:26.174828,Gamma-3,192.168.1.47,ONLINE,1033.0956069274384,1.0330956069274384,1006.0,1.006,102.69340029099784,13.665313720703125,13.227540248037215,59.625,54,2304,0.992,1.02,5.15625,503,0,0,1198,9,5244,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T14:49:56.180250,Gamma-1,192.168.1.45,ONLINE,1169.0729290159875,1.1690729290159876,1000.0,1.0,116.90729290159877,14.696044921875,12.570682766766918,60.25,52,3882,0.996,1.02,5.140625,500,0,0,1676,13,6741,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T14:49:56.181249,Gamma-2,192.168.1.46,ONLINE,916.2066454239448,0.9162066454239448,1006.0,1.006,91.07421922703229,14.93408203125,16.299905819106716,60.125,52,3310,0.99,1.02,5.1015625,503,0,0,1123,10,4714,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T14:49:56.183252,Gamma-3,192.168.1.47,ONLINE,1123.8234076725662,1.1238234076725662,1006.0,1.006,111.71206835711394,13.601715087890625,12.103071527990082,60.125,54,2464,0.991,1.02,5.15625,503,0,0,1206,9,5274,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T14:50:26.184690,Gamma-1,192.168.1.45,ONLINE,1175.6371275404554,1.1756371275404554,1000.0,1.0,117.56371275404554,14.727783203125,12.527490718106975,59.875,52,4081,1.0,1.02,5.140625,500,0,0,1685,13,6771,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T14:50:26.185691,Gamma-2,192.168.1.46,ONLINE,907.066276573307,0.9070662765733071,1006.0,1.006,90.16563385420547,14.90234375,16.429167454331687,59.875,52,3463,0.99,1.02,5.09375,503,0,0,1133,10,4744,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
